annotation_id;annotator;comment;created_at;id;lead_time;rating;taxonomy;updated_at;Вопрос не решен;Вопрос решен;Не понравилась работа сотрудников;Не понравилась скорость работы;Не понравилось качество услуги;Не понравился результат услуги;Понравилась работа сотрудников;Понравилась скорость работы;Понравилось качество услуги;Понравился результат услуги;Претензии;Предложения
53.0;1.0;спасибо!);09.05.2025 19:43;3852743.0;2.881;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
54.0;1.0;спасибо ;09.05.2025 19:43;3852975.0;2.204;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
55.0;1.0;Все отлично ;09.05.2025 19:43;3854073.0;3.742;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
56.0;1.0;свершилось;09.05.2025 19:43;3856028.0;7.562;1.0;"[{""taxonomy"":[[""Не понравилась скорость работы""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
57.0;1.0;Спасибо мастеру ;09.05.2025 19:43;3859764.0;8.999;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
58.0;1.0;спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝;09.05.2025 19:43;3859780.0;14.614;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилась работа сотрудников""]]}]";09.05.2025 19:43;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
59.0;1.0;Среагировали быстро, благодарю ;09.05.2025 19:44;3860248.0;5.761;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
60.0;1.0;Спасибо за оперативность!;09.05.2025 19:44;3860900.0;2.732;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
61.0;1.0;Отличный мастер!;09.05.2025 19:44;3862448.0;9.124;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
62.0;1.0;Спасибо! По крайней мере, по ночам пока шума не слышно.;09.05.2025 19:44;3863351.0;12.927;5.0;"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
63.0;1.0;Быстро ;09.05.2025 19:44;3863609.0;2.312;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
64.0;1.0;Спасибо за своевременное выполнение заявки...;09.05.2025 19:44;3866829.0;4.269;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
65.0;1.0;все сделали быстро. спасибо ;09.05.2025 19:44;3866867.0;3.516;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
66.0;1.0;всё отлично 👍;09.05.2025 19:44;3868883.0;3.91;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]";09.05.2025 19:44;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
67.0;1.0;Спасибо ;09.05.2025 19:45;3871379.0;4.543;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
68.0;1.0;Большое спасибо Александру,за оперативность и профессионализм ;09.05.2025 19:45;3872124.0;13.997;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравился результат услуги""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
69.0;1.0;благодарю ;09.05.2025 19:45;3872129.0;2.487;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
70.0;1.0;оперативно и качественно. спасибо ;09.05.2025 19:45;3873692.0;6.739;5.0;"[{""taxonomy"":[[""Понравилось качество услуги""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
71.0;1.0;Спасибо!;09.05.2025 19:45;3874941.0;2.033;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
72.0;1.0;благодарю, всего доброго!;09.05.2025 19:45;3875262.0;2.858;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
73.0;1.0;спасибо;09.05.2025 19:45;3876790.0;2.163;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
74.0;1.0;Спасибо ;09.05.2025 19:45;3876998.0;2.538;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
75.0;1.0;Спасибо большое! ;09.05.2025 19:45;3877186.0;2.991;5.0;"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
76.0;1.0;Спасибо!;09.05.2025 19:45;3877315.0;2.257;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:45;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
77.0;1.0;К мастеру вопросов нет.  ;09.05.2025 19:46;3877334.0;17.031;3.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Не понравилась скорость работы""],[""Не понравилось качество услуги""],[""Не понравился результат услуги""]]}]";09.05.2025 19:46;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
78.0;1.0;Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!;09.05.2025 19:46;3877901.0;14.623;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Вопрос решен""]]}]";09.05.2025 19:46;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
79.0;1.0;вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ;09.05.2025 19:47;3878088.0;46.233;5.0;"[{""taxonomy"":[[""Вопрос решен""],[""Понравилась работа сотрудников""]]}]";09.05.2025 19:47;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
80.0;1.0;спасибо большое! надолго ли🙄;09.05.2025 19:47;3878555.0;9.345;5.0;"[{""taxonomy"":[[""Не понравилось качество услуги""],[""Вопрос решен""]]}]";09.05.2025 19:47;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
81.0;1.0;Огромное спасибо! ;09.05.2025 19:47;3878808.0;9.305;5.0;"[{""taxonomy"":[[""Понравился результат услуги""],[""Понравилась скорость работы""],[""Понравилась работа сотрудников""],[""Понравилось качество услуги""],[""Вопрос решен""]]}]";09.05.2025 19:47;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
82.0;1.0;Всё очень четко организовано! Большое спасибо за работу!;09.05.2025 19:48;3879856.0;77.032;5.0;"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""],[""Понравилось качество услуги""]]}]";09.05.2025 19:48;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
83.0;1.0;Спасибо Вам большое и за дверь и за номера квартир!;09.05.2025 19:49;3880345.0;11.477;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:49;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
84.0;1.0;снимаю звезду за первую отписку без выполнения работ;09.05.2025 19:49;3880717.0;34.509;3.0;"[{""taxonomy"":[[""Не понравился результат услуги""],[""Претензии и предложения""]]}]";10.05.2025 15:42;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
85.0;1.0;В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ;09.05.2025 19:49;3881004.0;8.702;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилась работа сотрудников""],[""Вопрос решен""]]}]";09.05.2025 19:49;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
86.0;1.0;Спасибо!;09.05.2025 19:49;3881432.0;3.028;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:49;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
87.0;1.0;Спасибо! Все заработало ;09.05.2025 19:50;3881460.0;7.713;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:50;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
88.0;1.0;спасибо, решили мой вопрос на месте в офисе ;09.05.2025 19:50;3881636.0;29.537;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:50;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
89.0;1.0;Спасибо больше Ольге Птушкине, за проделанную работу! ;09.05.2025 19:50;3882840.0;4.229;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]";09.05.2025 19:50;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
90.0;1.0;Спасибо ;09.05.2025 19:50;3883049.0;2.359;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:50;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
91.0;1.0;всё сделали хорошо, починили вовремя. наверное, молодцы.;09.05.2025 19:51;3883200.0;10.161;5.0;"[{""taxonomy"":[[""Вопрос решен""],[""Понравилась работа сотрудников""],[""Понравилась скорость работы""]]}]";09.05.2025 19:51;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
92.0;1.0;Спасибо;09.05.2025 19:51;3883457.0;2.752;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:51;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
93.0;1.0;Супер! Спасибо!;09.05.2025 19:51;3883549.0;18.383;5.0;"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]";09.05.2025 19:51;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
94.0;1.0;Отлично! Все выполнили как и обещали! ;09.05.2025 19:51;3883658.0;5.282;5.0;"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""]]}]";09.05.2025 19:51;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
95.0;1.0;Очень оперативно. Спасибо большое ;09.05.2025 19:51;3883736.0;7.196;5.0;"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:51;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
96.0;1.0;Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.;09.05.2025 19:52;3883745.0;26.603;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Понравилось качество услуги""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
97.0;1.0;Спасибо;09.05.2025 19:52;3883823.0;3.656;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
98.0;1.0;спасибо;09.05.2025 19:52;3884514.0;3.244;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
99.0;1.0;Спасибо ;09.05.2025 19:52;3884705.0;2.945;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
100.0;1.0;Умело подкрутили редукторы давления. Молодец!;09.05.2025 19:52;3884964.0;16.307;5.0;"[{""taxonomy"":[[""Понравилось качество услуги""],[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
101.0;1.0;все хорошо,дверь практически бесшумно закрывается;09.05.2025 19:52;3885089.0;5.963;5.0;"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""]]}]";09.05.2025 19:52;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
102.0;1.0;Спасибо ;09.05.2025 19:53;3885291.0;2.46;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:53;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
103.0;1.0;спасибо);09.05.2025 19:53;3885807.0;2.468;5.0;"[{""taxonomy"":[[""Вопрос решен""]]}]";09.05.2025 19:53;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
104.0;1.0;проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам;09.05.2025 19:53;3886150.0;7.27;5.0;"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]";09.05.2025 19:53;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
