annotation_id,annotator,comment,created_at,id,lead_time,rating,taxonomy,updated_at,Вопрос не решен,Вопрос решен,Не понравилась работа сотрудников,Не понравилась скорость работы,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии,Предложения
18.0,1.0,спасибо за оперативную работу ,2025-05-09 19:35:35.007,3745025.0,4.309,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:35:35.007,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
19.0,1.0,"Выполнили отлично , обработка заявки была слишком дорогой ",2025-05-09 19:35:46.324,3749719.0,9.95,5.0,"[{""taxonomy"":[[""Не понравилась скорость работы""],[""Понравился результат услуги""]]}]",2025-05-09 19:35:46.324,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20.0,1.0,спасибо большое! теперь не скрипят ,2025-05-09 19:35:56.573,3751364.0,8.611,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:35:56.573,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
21.0,1.0,спасибо,2025-05-09 19:36:04.044,3766183.0,5.01,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:36:04.044,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22.0,1.0,Спасибо!,2025-05-09 19:36:17.219,3770102.0,11.401,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:36:17.220,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
23.0,1.0,Норм,2025-05-09 19:36:25.793,3773834.0,7.497,1.0,"[{""taxonomy"":[[""Не понравился результат услуги""]]}]",2025-05-09 19:36:25.793,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24.0,1.0,спасибо. все прошло очень хорошо,2025-05-09 19:36:47.856,3791959.0,20.318,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:36:47.856,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25.0,1.0,"Спасибо, пришли все поменяли за 10 минут ",2025-05-09 19:36:56.867,3797804.0,7.278,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:36:56.867,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
26.0,1.0,Все очень оперативно ,2025-05-09 19:37:02.570,3799741.0,4.311,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:37:02.570,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27.0,1.0,Огромное спасибо.,2025-05-09 19:37:14.597,3802024.0,10.098,5.0,"[{""taxonomy"":[[""Понравился результат услуги""]]}]",2025-05-09 19:37:14.597,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
28.0,1.0,Все отлично! Спасибо.,2025-05-09 19:37:25.835,3805876.0,9.512,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:37:25.835,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
29.0,1.0,Хороший мастер,2025-05-09 19:37:31.981,3812092.0,4.92,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:37:31.981,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
30.0,1.0,"Спасибо за оперативность! _x000D_
",2025-05-09 19:37:36.355,3815412.0,2.683,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:37:36.355,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
31.0,1.0,"выполнена_x000D_
_x000D_
",2025-05-09 19:37:40.277,3820641.0,2.813,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:37:40.277,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
32.0,1.0,"Все супер, Мастер 👍",2025-05-09 19:37:47.452,3828569.0,5.397,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравился результат услуги""]]}]",2025-05-09 19:37:47.452,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
33.0,1.0,Благодарю ребят.,2025-05-09 19:38:31.314,3829748.0,42.31,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:38:31.314,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
34.0,1.0,Спасибо большое ,2025-05-09 19:38:39.469,3831509.0,6.492,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:38:39.469,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
35.0,1.0,спасибо,2025-05-09 19:38:44.078,3831883.0,3.299,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:38:44.078,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
36.0,1.0,Спасибо!,2025-05-09 19:38:48.316,3832952.0,3.198,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:38:48.317,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
37.0,1.0,"Проблема решена, ручки на окна поставили._x000D_
Спасибо за обратную связь!",2025-05-09 19:39:08.560,3834081.0,16.325,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""]]}]",2025-05-09 19:39:08.560,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
38.0,1.0,Благодарю за проделанную работу! ,2025-05-09 19:39:45.020,3835748.0,28.613,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Понравилось качество услуги""]]}]",2025-05-09 19:39:45.020,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
39.0,1.0,"надеюсь и причину устранили, а то после первого дождя будет тоже самое..",2025-05-09 19:40:32.827,3835874.0,46.609,5.0,"[{""taxonomy"":[[""Не понравилось качество услуги""]]}]",2025-05-09 19:40:32.827,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
40.0,1.0,"Спасибо, всё чётко.",2025-05-09 19:40:38.910,3839647.0,4.141,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:40:38.910,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
41.0,1.0,Благодарю ,2025-05-09 19:40:45.250,3840353.0,3.985,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:40:45.250,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
42.0,1.0,Спасибо Сергей ! )))),2025-05-09 19:40:52.280,3841026.0,5.829,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Вопрос решен""]]}]",2025-05-09 19:40:52.280,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
43.0,1.0,"Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)",2025-05-09 19:41:05.715,3842440.0,11.704,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравилось качество услуги""],[""Понравился результат услуги""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:41:05.715,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
44.0,1.0,хоть что то сделали 👍👏,2025-05-09 19:41:29.426,3842790.0,21.858,5.0,"[{""taxonomy"":[[""Не понравилось качество услуги""]]}]",2025-05-09 19:41:29.426,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
45.0,1.0,спасибо),2025-05-09 19:41:33.206,3843760.0,2.864,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:41:33.206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
46.0,1.0,"профессионально, быстро. очень приятный мастер",2025-05-09 19:41:42.351,3844645.0,7.301,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравилась скорость работы""]]}]",2025-05-09 19:41:42.351,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
47.0,1.0,спасибо! ,2025-05-09 19:41:47.122,3846820.0,3.285,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:41:47.123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
48.0,1.0,"Спасибо, вопрос решили, всё стало нормально ",2025-05-09 19:42:00.602,3846831.0,11.839,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""],[""Понравилось качество услуги""]]}]",2025-05-09 19:42:00.602,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
49.0,1.0,Татьяна Владимировна большое вам спасибо!!!! ,2025-05-09 19:42:06.541,3848236.0,4.101,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:42:06.541,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
50.0,1.0,спасибо! ,2025-05-09 19:42:10.384,3850021.0,2.768,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:42:10.384,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
51.0,1.0,"спасибо за  быстрый ответ! _x000D_
_x000D_
_x000D_
",2025-05-09 19:42:17.097,3850118.0,4.99,1.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:42:17.097,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52.0,1.0,Огромное спасибо вам от всего подъезда!!!   ))))),2025-05-09 19:43:10.250,3852179.0,51.559,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:43:10.250,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
53.0,1.0,спасибо!),2025-05-09 19:43:14.539,3852743.0,2.881,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:43:14.539,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
54.0,1.0,спасибо ,2025-05-09 19:43:17.515,3852975.0,2.204,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:43:17.515,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
55.0,1.0,Все отлично ,2025-05-09 19:43:22.545,3854073.0,3.742,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:43:22.545,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
56.0,1.0,свершилось,2025-05-09 19:43:31.591,3856028.0,7.562,1.0,"[{""taxonomy"":[[""Не понравилась скорость работы""]]}]",2025-05-09 19:43:31.591,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
57.0,1.0,Спасибо мастеру ,2025-05-09 19:43:42.439,3859764.0,8.999,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:43:42.439,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
58.0,1.0,"спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝",2025-05-09 19:43:58.211,3859780.0,14.614,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилась работа сотрудников""]]}]",2025-05-09 19:43:58.211,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
59.0,1.0,"Среагировали быстро, благодарю ",2025-05-09 19:44:05.542,3860248.0,5.761,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:44:05.542,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
60.0,1.0,Спасибо за оперативность!,2025-05-09 19:44:09.646,3860900.0,2.732,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:44:09.646,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
61.0,1.0,Отличный мастер!,2025-05-09 19:44:19.858,3862448.0,9.124,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:44:19.858,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
62.0,1.0,"Спасибо! По крайней мере, по ночам пока шума не слышно.",2025-05-09 19:44:35.459,3863351.0,12.927,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:44:35.459,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
63.0,1.0,Быстро ,2025-05-09 19:44:39.025,3863609.0,2.312,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""]]}]",2025-05-09 19:44:39.025,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
64.0,1.0,Спасибо за своевременное выполнение заявки...,2025-05-09 19:44:49.579,3866829.0,4.269,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:44:49.579,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
65.0,1.0,все сделали быстро. спасибо ,2025-05-09 19:44:54.628,3866867.0,3.516,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:44:54.628,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
66.0,1.0,всё отлично 👍,2025-05-09 19:44:59.272,3868883.0,3.91,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:44:59.272,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
67.0,1.0,Спасибо ,2025-05-09 19:45:05.896,3871379.0,4.543,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:05.896,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
68.0,1.0,"Большое спасибо Александру,за оперативность и профессионализм ",2025-05-09 19:45:21.091,3872124.0,13.997,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравилась скорость работы""],[""Понравилось качество услуги""],[""Понравился результат услуги""]]}]",2025-05-09 19:45:21.091,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
69.0,1.0,благодарю ,2025-05-09 19:45:24.859,3872129.0,2.487,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:24.859,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
70.0,1.0,оперативно и качественно. спасибо ,2025-05-09 19:45:32.646,3873692.0,6.739,5.0,"[{""taxonomy"":[[""Понравилось качество услуги""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:45:32.646,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
71.0,1.0,Спасибо!,2025-05-09 19:45:36.100,3874941.0,2.033,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:36.100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
72.0,1.0,"благодарю, всего доброго!",2025-05-09 19:45:40.165,3875262.0,2.858,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:40.165,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
73.0,1.0,спасибо,2025-05-09 19:45:43.458,3876790.0,2.163,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:43.458,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
74.0,1.0,Спасибо ,2025-05-09 19:45:47.359,3876998.0,2.538,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:47.359,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
75.0,1.0,Спасибо большое! ,2025-05-09 19:45:51.744,3877186.0,2.991,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:45:51.744,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
76.0,1.0,Спасибо!,2025-05-09 19:45:55.534,3877315.0,2.257,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:45:55.535,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
77.0,1.0,К мастеру вопросов нет.  ,2025-05-09 19:46:13.405,3877334.0,17.031,3.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Не понравилась скорость работы""],[""Не понравилось качество услуги""],[""Не понравился результат услуги""]]}]",2025-05-09 19:46:13.405,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
78.0,1.0,"Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!",2025-05-09 19:46:29.760,3877901.0,14.623,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Вопрос решен""]]}]",2025-05-09 19:46:29.760,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
79.0,1.0,"вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ",2025-05-09 19:47:17.902,3878088.0,46.233,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилась работа сотрудников""]]}]",2025-05-09 19:47:17.902,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
80.0,1.0,спасибо большое! надолго ли🙄,2025-05-09 19:47:28.853,3878555.0,9.345,5.0,"[{""taxonomy"":[[""Не понравилось качество услуги""],[""Вопрос решен""]]}]",2025-05-09 19:47:28.853,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
81.0,1.0,Огромное спасибо! ,2025-05-09 19:47:39.750,3878808.0,9.305,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Понравилась скорость работы""],[""Понравилась работа сотрудников""],[""Понравилось качество услуги""],[""Вопрос решен""]]}]",2025-05-09 19:47:39.750,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
82.0,1.0,Всё очень четко организовано! Большое спасибо за работу!,2025-05-09 19:48:58.004,3879856.0,77.032,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""],[""Понравилось качество услуги""]]}]",2025-05-09 19:48:58.004,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
83.0,1.0,Спасибо Вам большое и за дверь и за номера квартир!,2025-05-09 19:49:11.922,3880345.0,11.477,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:49:11.922,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
84.0,1.0,снимаю звезду за первую отписку без выполнения работ,2025-05-09 19:49:44.944,3880717.0,34.509,3.0,"[{""taxonomy"":[[""Не понравился результат услуги""],[""Претензии и предложения""]]}]",2025-05-10 15:42:39.087,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
85.0,1.0,"В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ",2025-05-09 19:49:54.981,3881004.0,8.702,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Понравилась работа сотрудников""],[""Вопрос решен""]]}]",2025-05-09 19:49:54.981,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
86.0,1.0,Спасибо!,2025-05-09 19:49:59.388,3881432.0,3.028,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:49:59.388,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
87.0,1.0,Спасибо! Все заработало ,2025-05-09 19:50:09.182,3881460.0,7.713,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:09.182,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
88.0,1.0,"спасибо, решили мой вопрос на месте в офисе ",2025-05-09 19:50:41.614,3881636.0,29.537,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:41.614,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
89.0,1.0,"Спасибо больше Ольге Птушкине, за проделанную работу! ",2025-05-09 19:50:47.425,3882840.0,4.229,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""]]}]",2025-05-09 19:50:47.425,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
90.0,1.0,Спасибо ,2025-05-09 19:50:50.953,3883049.0,2.359,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:50.953,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
91.0,1.0,"всё сделали хорошо, починили вовремя. наверное, молодцы.",2025-05-09 19:51:02.825,3883200.0,10.161,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилась работа сотрудников""],[""Понравилась скорость работы""]]}]",2025-05-09 19:51:02.825,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
92.0,1.0,Спасибо,2025-05-09 19:51:07.182,3883457.0,2.752,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:51:07.182,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
93.0,1.0,Супер! Спасибо!,2025-05-09 19:51:26.761,3883549.0,18.383,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Понравился результат услуги""]]}]",2025-05-09 19:51:26.761,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
94.0,1.0,Отлично! Все выполнили как и обещали! ,2025-05-09 19:51:33.173,3883658.0,5.282,5.0,"[{""taxonomy"":[[""Понравился результат услуги""],[""Вопрос решен""]]}]",2025-05-09 19:51:33.174,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
95.0,1.0,Очень оперативно. Спасибо большое ,2025-05-09 19:51:43.097,3883736.0,7.196,5.0,"[{""taxonomy"":[[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:43.097,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
96.0,1.0,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",2025-05-09 19:52:12.196,3883745.0,26.603,5.0,"[{""taxonomy"":[[""Понравилась работа сотрудников""],[""Понравился результат услуги""],[""Понравилось качество услуги""],[""Понравилась скорость работы""],[""Вопрос решен""]]}]",2025-05-09 19:52:12.196,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
97.0,1.0,Спасибо,2025-05-09 19:52:22.179,3883823.0,3.656,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:52:22.179,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
