id,comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
4172875,снова не работает доводчик двери,5,1,0,0,0,0,0,0,0,0
3892909,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,5,0,1,0,0,1,1,0,0,0
4210702,спасибо!,5,0,1,0,0,0,0,0,0,0
3908377,Быстро,5,0,0,0,0,0,1,0,0,0
3885807,спасибо),5,0,1,0,0,0,0,0,0,0
4236551,спасибо за быстрый ответ. все понятно объяснили,5,0,0,0,0,0,1,1,1,0
3904911,"Все супер, Очень оперативно и профессионально, Спасибо",5,0,0,0,0,0,1,1,0,0
4192809,отработали оперативно,5,0,0,0,0,0,1,0,0,0
4197699,благодарю за оперативность. неполадка устранена.,5,0,1,0,0,0,1,0,0,0
4201319,лучшие,5,0,0,0,0,1,0,0,0,0
3916394,"все хорошо, очень доступно все объяснили",5,0,1,0,0,0,0,1,1,0
3944996,"Спасибо большое, всё отлично👍",5,0,1,0,0,1,1,1,1,0
3920112,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",5,0,0,0,0,0,1,1,1,0
3926410,Очень нравится что стали поливать газон,5,0,0,0,0,0,0,1,0,0
3927815,Оперативно и четко решен вопрос. Благодарю. ,5,0,1,0,0,0,1,1,0,0
4192837,спасибо,5,0,1,0,0,0,0,0,0,0
4192765,спасибо за оперативность!,5,0,0,0,0,0,1,0,0,0
4186852,отлично,5,0,0,0,0,0,0,0,1,0
3919877,Виталик молодец. ,5,0,0,0,0,1,0,0,0,0
4192111,"вы лучшие,  благодарю.",5,0,0,0,0,1,0,0,0,0
4230360,спасибо за оперативность! все настроено,5,0,1,0,0,0,1,0,0,0
4222777,"тяп-ляп, ну ладно, тут везде так",5,0,1,1,0,0,0,0,0,0
4203250,быстро,5,0,0,0,0,0,1,0,0,0
3896928,"Ответ получен. Спасибо, что результатом стало уточнение и меня поняли.",5,0,1,0,0,0,0,0,1,0
3944525,спасибо,5,0,1,0,0,0,0,0,0,0
3906126,Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. Молодец!,5,0,1,0,0,1,0,0,1,0
3915543,Быстро среагировали и решили проблему. Спасибо!,5,0,1,0,0,0,1,0,0,0
3917113,Оперативно,5,0,0,0,0,0,1,0,0,0
4202767,спасибо. показания исправлены,5,0,1,0,0,0,0,0,0,0
4184600,спасибо большое,5,0,1,0,0,0,0,0,0,0
4193423,оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку,5,1,0,0,0,0,0,0,0,1
3936571,"Четко и понятно, спасибо",5,0,0,0,0,0,0,1,0,0
4208316,"больше спасибо! всё сделали быстро , оперативно.",5,0,0,0,0,0,1,0,0,0
4197263,"уборщица всё равно не подметает, на мой вопрос почему задала мне вопрос-а что надо? не знаю какие разьяснения вы делаете персоналу, они об этом не в курсе.",5,1,0,1,0,0,0,0,0,1
3923893,Спасибо!,5,0,1,0,0,0,0,0,0,0
4186346,быстро приняли меры.,5,0,1,0,0,0,1,0,0,0
3935871,Огромная благодарность за оперативное и корректное решение моего вопроса!🌸,5,0,1,0,0,0,1,1,1,0
4218759,лифт работает,5,0,1,0,0,0,0,0,0,0
4202013,спасибо специалисту,5,0,0,0,0,1,0,0,0,0
4191131,спасибо большое !,5,0,1,0,0,0,0,0,0,0
4201201,почему не дает вносить показания электроэнергии в приложении?,5,1,0,0,0,0,0,0,0,1
4187443,супер мастер !!!,5,0,0,0,0,1,0,0,0,0
4225724,спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,5,0,1,0,0,1,1,1,1,0
3911533,Все отлично ,5,0,1,0,0,1,1,1,1,0
3872129,благодарю ,5,0,1,0,0,0,0,0,0,0
4205657,мастер пришел очень оперативно. спасибо!,5,0,0,0,0,0,1,0,0,0
3818127,вопрос не решили же,5,1,0,0,0,0,0,0,0,0
3912769,Большое спасибо Оксане Петриной! ,5,0,0,0,0,1,0,0,0,0
3915053,Отличный сантехник!,5,0,0,0,0,1,0,0,0,0
4232490,спасибо 🙏,5,0,1,0,0,0,0,0,0,0
3896822,Все ок,5,0,1,0,0,0,0,0,0,0
3939342,Благодарю за починку лифта! Работает!,5,0,1,0,0,0,0,0,1,0
4225103,мы сами устранили,5,0,1,1,0,0,0,0,0,0
4210358,отлично и быстро,5,0,0,0,0,0,1,1,1,0
4109107,никаких действий по заявке не произведено,5,1,0,0,0,0,0,0,0,1
4216224,электрик молодец!,5,0,0,0,0,1,0,0,0,0
3902496,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",5,0,1,1,0,0,0,0,0,1
4189147,"отличный мастер приходил, отзывчивый. все устранил",5,0,1,0,0,1,0,1,1,0
4190696,"причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.",5,1,0,0,0,0,0,0,0,1
3919776,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду.",5,0,0,0,0,0,1,0,1,0
3858246,Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.,1,1,0,0,1,0,0,0,0,0
4231772,звонки не поступают при звонке,5,1,0,0,0,0,0,0,0,0
3695420,Решили мой вопрос. Спасибо! ,5,0,1,0,0,0,0,0,0,0
3848236,Татьяна Владимировна большое вам спасибо!!!! ,5,0,0,0,0,1,0,0,0,0
4202396,благодарю за терпение))),5,0,1,0,0,0,0,0,0,0
4223554,благодарю,5,0,1,0,0,0,0,0,0,0
3915266,очень оперативно. спасибо ,5,0,0,0,0,0,1,0,0,0
4218310,подача тепла возобновилась в короткие сроки,5,0,1,0,0,0,1,0,0,0
3907664,спасибо! ,5,0,1,0,0,0,0,0,0,0
3914082,Спасибо. ,5,0,1,0,0,0,0,0,0,0
4209711,отлично,5,0,0,0,0,0,0,0,1,0
4215012,спасибо за оперативное реагирование,5,0,0,0,0,0,1,0,0,0
3954582,"Отличный мастер, решил профессионально вопрос. Большое спасибо!!!",5,0,1,0,0,1,0,1,1,0
3933019,Всё супер ,5,0,1,0,0,1,1,1,1,0
3815412,Спасибо за оперативность!,5,0,0,0,0,0,1,0,0,0
3891380,"Иван, огромное спасибо вам !",5,0,0,0,0,1,0,0,0,0
4237239,все быстро решили. спасибо,5,0,1,0,0,0,1,0,0,0
4168495,спасибо,5,0,1,0,0,0,0,0,0,0
4184131,"мастер все сделал хорошо, все замазал, установил крепко и подключил.",5,0,0,0,0,1,0,1,1,0
4197293,спасибо!,5,0,1,0,0,0,0,0,0,0
4185970,"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",5,0,1,0,0,0,1,0,0,0
4126199,неверные показания,5,0,0,0,1,0,0,0,0,0
3952122,Спасибо за оперативность ,5,0,0,0,0,0,1,0,0,0
4223350,спасибо,5,0,1,0,0,0,0,0,0,0
3899994,Спасибо! ,5,0,1,0,0,0,0,0,0,0
3942337,Спасибо!,5,0,1,0,0,0,0,0,0,0
4196461,"спасибо большое, выполнили быстро замену❤️",5,0,1,0,0,0,1,0,0,0
4189813,"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",5,0,1,0,0,0,1,0,1,0
3908929,Очень быстро👍,5,0,0,0,0,0,1,0,0,0
3903436,Горячая вода появилась.,5,0,0,0,0,0,0,0,1,0
4223709,благодарю,5,0,1,0,0,0,0,0,0,0
4205334,спасибо большое,5,0,1,0,0,0,0,0,0,0
4195228,"да неисправность устранена, но по времени не очень быстро",5,0,1,0,0,0,0,0,0,1
3938472,очень быстро ответили,5,0,0,0,0,0,1,0,0,0
3910841,Спасибо за помощь,5,0,1,0,0,0,0,0,0,0
4209601,"мне нужна информация именно на эту сумму,то что задолженность нет знаю",5,1,0,0,0,0,0,0,0,1
3923385,прекрасный мастер ,5,0,0,0,0,1,0,0,0,0
4214606,"работа выполнена быстро, проблема решена",5,0,1,0,0,0,1,0,0,0
3922963,"Вежливые, доброжелательные. Разъяснили, подсказали.",5,0,0,0,0,1,0,1,0,0
4221569,"надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!",5,0,0,0,0,0,0,0,0,1
3950162,заявка выполнена. Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает..,5,0,1,0,0,0,0,0,0,0
4233877,спасибо 🤝,5,0,1,0,0,0,0,0,0,0
3913676,"Проблема решена, быстро и оперативно..",5,0,1,0,0,0,1,0,0,0
3802024,Огромное спасибо.,5,0,1,0,0,0,0,0,0,0
4236530,молниеносно),5,0,0,0,0,0,1,0,0,0
4218217,хорошо,5,0,0,0,0,0,0,0,1,0
4185235,"лифт не работает, кнопки не активны",5,1,0,0,1,0,0,0,0,0
3917341,Спасибо огромное 🫶🏼,5,0,1,0,0,0,0,0,0,0
4222446,профессионал. все решили.,5,0,1,0,0,1,0,0,0,0
3852975,спасибо ,5,0,1,0,0,0,0,0,0,0
3912185,Спасибо большое за оперативный ответ ,5,0,0,0,0,0,1,0,0,0
4222607,"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",5,0,1,0,0,1,0,1,1,0
3911905,Спасибо за выполненную работу!,5,0,1,0,0,0,0,0,0,0
3898762,Быстро и понятно ,5,0,1,0,0,0,1,1,1,0
4202359,"спасибо мастерам, что оперативно пришли.",5,0,0,0,0,0,1,0,0,0
3924647,спасибо за быструю реакцию!,5,0,0,0,0,0,1,0,0,0
4196273,"очень быстро отреагировали, проблему решили",5,0,1,0,0,0,1,0,0,0
4205457,слишком часто ломаются лифты,5,1,0,0,0,0,0,0,0,1
3895634,"Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением!",5,0,0,0,0,1,1,1,1,0
4231128,"быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо",5,0,1,0,0,0,1,1,0,0
3894684,благодарю менеджера ,5,0,0,0,0,1,0,0,0,0
3891477,Среагировали за 20 минут!!!!,5,0,0,0,0,0,1,0,0,0
3942857,Спасибо большое.,5,0,1,0,0,0,0,0,0,0
4194045,спасибо за оперативность!,5,0,0,0,0,0,1,0,0,0
3930767,"Спасибо за оперативность, желательно проверить и другие столбы освещения",5,0,0,0,0,0,1,0,0,0
4183375,спасибо,5,0,1,0,0,0,0,0,0,0
3894919,сделали,5,0,1,0,0,0,0,0,0,0
3926847,Сотрудник позвонил и всё понятно объяснил. Спасибо.,5,0,1,0,0,1,0,1,0,0
3940060,спасибо. быстро и качественно ,5,0,0,0,0,0,1,1,0,0
4188199,этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим,5,1,0,0,0,0,0,0,0,1
4173654,"проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет",5,1,0,0,0,0,0,0,0,0
4236487,спасибо за оперативность !!,5,0,0,0,0,0,1,0,0,0
3900539,"благодарю мастера, всё объяснил и дал рекомендации",5,0,0,0,0,1,0,1,0,0
3863351,"Спасибо! По крайней мере, по ночам пока шума не слышно.",5,0,1,0,0,0,0,0,1,0
3939782,Оперативно ,5,0,0,0,0,0,1,0,0,0
3949394,Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил. ,5,0,1,0,0,0,1,0,0,0
4227942,слишком часто ломаются лифты,5,0,0,0,0,0,0,0,0,1
4193229,спасибо,5,0,1,0,0,0,0,0,0,0
4211865,"очень хороший мастер, знает свое дело",5,0,0,0,0,1,0,1,1,0
4205339,нет даты заключения договора,5,1,0,0,0,0,0,0,0,1
4210713,благодарю за оперативность!,5,0,0,0,0,0,1,0,0,0
3950430,ключ не работает!,5,0,0,0,1,0,0,0,0,0
4225624,оперативно ),5,0,0,0,0,0,1,0,0,0
3946729,Спасибо очень быстро отреагировали,5,0,0,0,0,0,1,0,0,0
4212598,"в квартире никто не проживает, счётчик электроэнергии в квартире отключён, сам нахожусь в другом регионе, возможности разобраться с утречком электроэнергии нет! просьба подробнее помочь разобраться в решении проблемы!",5,1,0,0,0,0,0,0,0,1
4214193,"очень быстро, очень приятные люди.",5,0,0,0,0,1,1,0,0,0
4236872,"все отлично, большое спасибо!",5,0,1,0,0,1,1,1,1,0
3901257,"Спасибо! Сервис работает, это самое главное :)",5,0,1,0,0,0,0,0,0,0
3910089,Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,5,0,1,0,0,0,1,0,0,0
3927330,"Сотрудник супер,вежливый и работа выполнена на 5+",5,0,1,0,0,1,0,1,1,0
4202707,"за ответ благодарю. не устраивает, что мне заранее зачислили страховую сумму из переплаты в январе 2025, не согласовав со мной. кто принимает такие решения и почему это не было со мной согласовано?",5,0,1,1,1,0,0,0,0,1
3892589,сделали,5,0,1,0,0,0,0,0,0,0
3900686,спасибо!,5,0,1,0,0,0,0,0,0,0
3911983,"оперативно и четко. сделали аккуратно, прибрались после работы",5,0,1,0,0,0,1,1,0,0
4183879,большое спасибо менеджеру репиной светлане за оперативное решение проблемы,5,0,1,0,0,1,1,0,0,0
4215380,спасибо!,5,0,1,0,0,0,0,0,0,0
3895794,Отличный сотрудник ,5,0,0,0,0,1,0,0,0,0
3938059,"Работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно. А вот согласование работ - процесс бесконечный, к сожалению и не в пользу собственника. Хорошо, что удалось достичь консенсуса.",5,0,1,0,0,0,1,1,0,1
4225701,отлично!,5,0,0,0,0,0,0,0,1,0
3888320,спасибо большое,5,0,1,0,0,0,0,0,0,0
4208580,протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.,5,0,1,0,0,0,0,0,0,0
4211228,спасибо большое!,5,0,1,0,0,0,0,0,0,0
3908011,Спасибо за работу,5,0,1,0,0,0,0,0,0,0
3942437,Оперативно,5,0,0,0,0,0,1,0,0,0
3896981,Прислали на следующий день.,5,0,0,0,0,0,1,0,0,0
4204563,спасибо,5,0,1,0,0,0,0,0,0,0
3934485,"Спасибо оператору,  деж. (аварийной) смене за оперативную работу!!!",5,0,1,0,0,1,1,0,1,0
3478532,"163.2024 г ребята установили кондиционер. работа сделана качественно, без лишнего шума, грязи и быстро. михаил (менеджер) ответил на все вопросы, предоставил всю информацию, дал профессиональные советы и отправил прекрасную бригаду: николая (альпинист-монтажник) и сергея - сёма (монтажник- электрик). ребята вежливые, аккуратные, доброжелательные. отличные работники. благодарю за профессионализм и заинтересованность в клиенте!",5,0,1,0,0,1,0,1,1,0
3897826,Спасибо,5,0,1,0,0,0,0,0,0,0
4173232,смотрите сообщения от 239.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!,5,0,0,0,0,0,0,0,0,1
3941386,быстро и оперативно демонтировали замок,5,0,0,0,0,0,1,0,1,0
4191814,"не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.",5,0,0,1,1,0,0,0,0,0
3899751,Спасибо! ,5,0,1,0,0,0,0,0,0,0
3926989,Спасибо большое ,5,0,1,0,0,0,0,0,0,0
4211306,оперативное решение вопроса.,5,0,1,0,0,0,1,0,0,0
4184051,подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды,5,0,0,0,0,0,1,0,1,0
3946215,спасибо за оперативность!,5,0,0,0,0,0,1,0,0,0
4194881,ужасная управляющая компания,5,0,0,1,1,0,0,0,0,1
3896818,Спасибо! Всё хорошо ,5,0,1,0,0,1,1,1,1,0
3928138,Идеально!,5,0,1,0,0,1,1,1,1,0
3934613,Ольга Птушкина  очень быстро и грамотно решила наш вопрос .Большое спасибо !!!,5,0,1,0,0,1,1,1,1,0
4199856,вопрос решили очень быстро. большое спасибо!,5,0,1,0,0,0,1,0,0,0
4224482,"жаль не с первого раза, звонков 8",5,0,1,1,0,0,0,0,0,0
3907672,"все быстро и качественно, большое спасибо!",5,0,0,0,0,0,1,1,0,0
4209657,отлично.,5,0,0,0,0,0,0,0,1,0
4228768,"специалист отличный, вежливый и быстро сделал, я очень довольна.",5,0,1,0,0,1,1,1,1,0
3887203,На вопрос ответили. Крепления нельзя повесить в колясочной,5,0,1,0,0,0,0,0,0,0
4202058,пожалуйста свяжитесь со мной,5,1,0,0,0,0,0,0,0,1
4221077,"большое спасибо, все починили очень оперативно!",5,0,1,0,0,0,1,0,0,0
4219754,"доводчик заменили в тот же день, спасибо.",5,0,1,0,0,0,1,0,0,0
3896614,Оперативно ,5,0,0,0,0,0,1,0,0,0
3913730,"Всё отлично, спасибо!",5,0,1,0,0,1,1,1,1,0
3906407,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",4,0,0,1,0,0,0,0,0,0
3932950,Все сделали очень быстро! Спасибо большое!,5,0,1,0,0,0,1,0,0,0
4224362,спасибо за оперативность,5,0,0,0,0,0,1,0,0,0
3913158,Добрый день! Спасибо. Вопрос решен. ,5,0,1,0,0,0,0,0,0,0
4221565,"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......",5,0,0,0,0,0,0,0,0,1
4198440,оперативно,5,0,0,0,0,0,1,0,0,0
4225669,супер!,5,0,0,0,0,0,0,0,1,0
3893437,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,5,0,1,0,0,1,0,0,0,1
3902088,все быстро и четко ,5,0,0,0,0,0,1,1,0,0
3848236,Татьяна Владимировна большое вам спасибо!!!! ,5,0,0,0,0,1,0,0,0,0
3911134,спасибо большое! пусть убирают часто.... ,5,0,1,0,0,0,0,0,0,1
3907480,спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,5,0,1,1,0,0,0,0,0,1
3911553,Менеджеру Наталье и дежурного  сантехнику 099.2024  большая благодарность  за оперативное решение проблемы. ,5,0,1,0,0,1,1,0,0,0
3925616,Отличный специалист! ,5,0,0,0,0,1,0,0,0,0
3886231,"быстро, чётко, без проблем. одно слово - мастер!",5,0,1,0,0,1,1,1,1,0
4224664,"спасибо, всё исправили",5,0,1,0,0,0,0,0,0,0
3925293,Спасибо огромное,5,0,1,0,0,0,0,0,0,0
3893110,"Спасибо, всё оперативно сделали!",5,0,1,0,0,0,1,0,0,0
3897113,Спасибо технику),5,0,0,0,0,1,0,0,0,0
4228577,спасибо!,5,0,1,0,0,0,0,0,0,0
4203985,"быстро, оперативно. спасибо!",5,0,0,0,0,0,1,0,0,0
4225753,сантехник пришёл всё сделал,5,0,1,0,0,0,0,0,0,0
4205610,"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо",5,0,1,0,0,1,1,0,0,0
4028095,пломбировку сделали. ждем начисления),5,0,0,0,0,0,0,0,1,0
4111577,спасибо,5,0,1,0,0,0,0,0,0,0
4216009,спасибо!,5,0,1,0,0,0,0,0,0,0
4220888,очень оперативно.,5,0,0,0,0,0,1,0,0,0
4184236,211 уборка была выполнена,5,0,1,0,0,0,0,0,0,0
3542834,проблема не устранена! запах от тех. шкафа остался. сейчас ещё сильнее стало вонять,5,1,0,0,0,0,0,0,0,1
4228315,молодцы спасибо,5,0,0,0,0,0,0,0,1,0
3937072,Спасибо ,5,0,1,0,0,0,0,0,0,0
4215716,спасибо!,5,0,1,0,0,0,0,0,0,0
4234477,спасибо за быстрый ответ!,5,0,0,0,0,0,1,0,0,0
3926559,мастер супер!!!,5,0,0,0,0,1,0,0,0,0
4205755,спасибо за организованность,5,0,1,0,0,0,0,0,0,0
4198232,"добрый вечер ! это как нет расчетов , мне выставляют счета с этого приложения и я их оплачиваю",5,0,0,0,0,0,0,0,0,1
3906774,спасибо ,5,0,1,0,0,0,0,0,0,0
3921414,Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,5,0,0,0,0,0,1,0,1,0
4197594,спасибо за оперативный ответ и работу🩷,5,0,1,0,0,0,1,1,1,0
3926087,Отлично ,5,0,1,0,0,0,0,0,0,0
3596020,выполнили быстро,5,0,0,0,0,0,1,0,0,0
4194871,"благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.",5,0,0,0,0,0,0,0,1,0
3939447,Быстро и четко)спасибо,5,0,0,0,0,0,1,1,0,0
4227504,спасибо!,5,0,1,0,0,0,0,0,0,0
3927621,"отзывчивые менеджеры, всем спасибо за быстроту",5,0,0,0,0,1,1,0,0,0
4232099,спасибо данному сотруднику!!!!!,5,0,0,0,0,1,0,0,0,0
3943492,Супер,5,0,1,0,0,1,1,1,1,0
3908590,"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо!",5,0,1,0,0,0,1,1,1,0
4198475,спасибочки большое вам.🤗,5,0,1,0,0,0,0,0,0,0
3912279,Быстро решили проблему! Спасибо!,5,0,1,0,0,0,1,0,0,0
4232820,довольно быстро ликвидировали отсутствие электричества.,5,0,1,0,0,0,1,0,0,0
4216101,молодцы!👏,5,0,0,0,0,0,0,0,1,0
3935655,замечания устранены,5,0,1,0,0,0,0,0,1,0
3938086,Большое спасибо!,5,0,1,0,0,0,0,0,0,0
3891489,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист)",5,0,1,0,0,1,0,0,0,0
4196918,отлично,5,0,0,0,0,0,0,0,1,0
3887922,Дверь закрывается намного лучше.,5,0,1,0,0,0,0,0,1,0
4208720,спасибо,5,0,1,0,0,0,0,0,0,0
4183486,"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",5,0,0,0,0,1,1,1,1,0
4194793,быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,5,0,1,0,0,0,1,1,0,0
4191863,"отличная работа, быстро и качественно",5,0,0,0,0,0,1,1,0,0
4230075,вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк,5,0,0,0,0,0,0,0,0,1
3921130,благодарю!,5,0,1,0,0,0,0,0,0,0
4208090,спасибо!,5,0,1,0,0,0,0,0,0,0
3871379,Спасибо ,5,0,1,0,0,0,0,0,0,0
4177499,данные расчета не предоставили.,5,1,0,0,0,0,0,0,0,0
3859764,Спасибо мастеру ,5,0,0,0,0,1,0,0,0,0
3551430,Спасибо ,5,0,1,0,0,0,0,0,0,0
4179472,спасибо!,5,0,1,0,0,0,0,0,0,0
4235110,"не понимаю как можно отрапортовать что работа выполнена , когда как скрипела дверь и хлопала так и все осталось без изменений.",5,1,0,0,1,0,0,0,0,1
4235234,спасибо за оперативность!,5,0,0,0,0,0,1,0,0,0
3886089,несколько дней делали,5,0,0,0,0,0,0,0,0,1
4213590,девочки просто молодцы!!!))),5,0,0,0,0,1,0,0,0,0
3908429,Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,5,0,1,0,0,0,1,0,0,0
4121169,благодарю.,5,0,1,0,0,0,0,0,0,0
3941438,Спасибо за оперативную работу !!!,5,0,0,0,0,0,1,0,0,0
3925338,Все очень хорошо ,5,0,1,0,0,0,0,0,0,0
